"V1" "V2" "V3"
"417" "DendroDenovo_95_3078" "Eukaryota" "Arthropoda"
"418" "DendroDenovo_95_3080" "Eukaryota" "Arthropoda"
"419" "DendroDenovo_95_3084" "Eukaryota" "Arthropoda"
"420" "DendroDenovo_95_3088" "Eukaryota" "Arthropoda"
"421" "DendroDenovo_95_3102" "Eukaryota" "Arthropoda"
"422" "DendroDenovo_95_3108" "Eukaryota" "Arthropoda"
"423" "DendroDenovo_95_3122" "Eukaryota" "Arthropoda"
"424" "DendroDenovo_95_3123" "Eukaryota" "Arthropoda"
"425" "DendroDenovo_95_3140" "Eukaryota" "Arthropoda"
"426" "DendroDenovo_95_3152" "Eukaryota" "Arthropoda"
"427" "DendroDenovo_95_3155" "Eukaryota" "Streptophyta"
"428" "DendroDenovo_95_3170" "Eukaryota" "Arthropoda"
"429" "DendroDenovo_95_3171" "Eukaryota" "Arthropoda"
"430" "DendroDenovo_95_3185" "Eukaryota" "Arthropoda"
"431" "DendroDenovo_95_3194" "Eukaryota" "Arthropoda"
"432" "DendroDenovo_95_3197" "Eukaryota" "Arthropoda"
"433" "DendroDenovo_95_3221" "Eukaryota" "Arthropoda"
"434" "DendroDenovo_95_3233" "Eukaryota" "Arthropoda"
"435" "DendroDenovo_95_3251" "Eukaryota" "Arthropoda"
"436" "DendroDenovo_95_3269" "Eukaryota" "Arthropoda"
"437" "DendroDenovo_95_3274" "Eukaryota" "Arthropoda"
"438" "DendroDenovo_95_3279" "Eukaryota" "Arthropoda"
"439" "DendroDenovo_95_3284" "Eukaryota" "Arthropoda"
"440" "DendroDenovo_95_3292" "Eukaryota" "Arthropoda"
"441" "DendroDenovo_95_3304" "Eukaryota" "Arthropoda"
"442" "DendroDenovo_95_3305" "Eukaryota" "Arthropoda"
"443" "DendroDenovo_95_3308" "Eukaryota" "Arthropoda"
"444" "DendroDenovo_95_3323" "Eukaryota" "Arthropoda"
"445" "DendroDenovo_95_3327" "Eukaryota" "Arthropoda"
"446" "DendroDenovo_95_3342" "Eukaryota" "Arthropoda"
"447" "DendroDenovo_95_3352" "Bacteria" "multiple"
"448" "DendroDenovo_95_3371" "Eukaryota" "Arthropoda"
"449" "DendroDenovo_95_3374" "Eukaryota" "Arthropoda"
"450" "DendroDenovo_95_3395" "Eukaryota" "Arthropoda"
"451" "DendroDenovo_95_3411" "Eukaryota" "Streptophyta"
"452" "DendroDenovo_95_3421" "Eukaryota" "Arthropoda"
"453" "DendroDenovo_95_3422" "Eukaryota" "Arthropoda"
"454" "DendroDenovo_95_3429" "Eukaryota" "Arthropoda"
"455" "DendroDenovo_95_3430" "Eukaryota" "Arthropoda"
"456" "DendroDenovo_95_3439" "Eukaryota" "Arthropoda"
"457" "DendroDenovo_95_3451" "Eukaryota" "Arthropoda"
"458" "DendroDenovo_95_3454" "Eukaryota" "multiple"
"459" "DendroDenovo_95_3458" "Eukaryota" "Arthropoda"
"460" "DendroDenovo_95_3463" "Eukaryota" "Arthropoda"
"461" "DendroDenovo_95_3465" "Eukaryota" "Arthropoda"
"462" "DendroDenovo_95_3484" "Eukaryota" "Arthropoda"
"463" "DendroDenovo_95_3509" "Eukaryota" "Arthropoda"
"464" "DendroDenovo_95_3510" "Eukaryota" "Streptophyta"
"465" "DendroDenovo_95_3512" "Eukaryota" "Arthropoda"
"466" "DendroDenovo_95_3518" "Eukaryota" "Arthropoda"
"467" "DendroDenovo_95_3526" "Eukaryota" "Arthropoda"
"468" "DendroDenovo_95_3527" "Eukaryota" "Arthropoda"
"469" "DendroDenovo_95_3533" "Eukaryota" "Arthropoda"
"470" "DendroDenovo_95_3546" "Eukaryota" "Arthropoda"
"471" "DendroDenovo_95_3550" "Eukaryota" "Arthropoda"
"472" "DendroDenovo_95_3558" "Eukaryota" "Arthropoda"
"473" "DendroDenovo_95_3563" "Eukaryota" "Arthropoda"
"474" "DendroDenovo_95_3568" "Eukaryota" "Arthropoda"
"475" "DendroDenovo_95_3583" "Eukaryota" "Arthropoda"
"476" "DendroDenovo_95_3590" "Eukaryota" "Arthropoda"
"477" "DendroDenovo_95_3597" "Eukaryota" "Chordata"
"478" "DendroDenovo_95_3599" "Eukaryota" "Arthropoda"
"479" "DendroDenovo_95_3600" "Eukaryota" "Arthropoda"
"480" "DendroDenovo_95_3605" "Eukaryota" "Arthropoda"
"481" "DendroDenovo_95_3614" "Eukaryota" "Arthropoda"
"482" "DendroDenovo_95_3615" "Eukaryota" "Arthropoda"
"483" "DendroDenovo_95_3620" "Eukaryota" "Arthropoda"
"484" "DendroDenovo_95_3624" "Eukaryota" "Arthropoda"
"485" "DendroDenovo_95_3625" "Eukaryota" "multiple"
"486" "DendroDenovo_95_3630" "Eukaryota" "multiple"
"487" "DendroDenovo_95_3633" "Eukaryota" "Arthropoda"
"488" "DendroDenovo_95_3634" "Eukaryota" "Arthropoda"
"489" "DendroDenovo_95_3637" "Eukaryota" "Arthropoda"
"490" "DendroDenovo_95_3644" "Eukaryota" "Arthropoda"
"491" "DendroDenovo_95_3647" "Eukaryota" "Arthropoda"
"492" "DendroDenovo_95_3675" "Bacteria" "Tenericutes"
"493" "DendroDenovo_95_3680" "Eukaryota" "Arthropoda"
"494" "DendroDenovo_95_3684" "Eukaryota" "Arthropoda"
"495" "DendroDenovo_95_3687" "Eukaryota" "Arthropoda"
"496" "DendroDenovo_95_3696" "Eukaryota" "Arthropoda"
"497" "DendroDenovo_95_3697" "Eukaryota" "Arthropoda"
"498" "DendroDenovo_95_3700" "Eukaryota" "Arthropoda"
"499" "DendroDenovo_95_3709" "Eukaryota" "Arthropoda"
"500" "DendroDenovo_95_3716" "Eukaryota" "Arthropoda"
"501" "DendroDenovo_95_3720" "Eukaryota" "Arthropoda"
"502" "DendroDenovo_95_3721" "Eukaryota" "Arthropoda"
"503" "DendroDenovo_95_3723" "Eukaryota" "Arthropoda"
"504" "DendroDenovo_95_3735" "Eukaryota" "Chordata"
"505" "DendroDenovo_95_3751" "Eukaryota" "Arthropoda"
"506" "DendroDenovo_95_3758" "Eukaryota" "Arthropoda"
"507" "DendroDenovo_95_3776" "Eukaryota" "Arthropoda"
"508" "DendroDenovo_95_3783" "Eukaryota" "Arthropoda"
"509" "DendroDenovo_95_3784" "Eukaryota" "Arthropoda"
"510" "DendroDenovo_95_3814" "Eukaryota" "Arthropoda"
"511" "DendroDenovo_95_3816" "Eukaryota" "Arthropoda"
"512" "DendroDenovo_95_3823" "Eukaryota" "Arthropoda"
"513" "DendroDenovo_95_3825" "Eukaryota" "Arthropoda"
"514" "DendroDenovo_95_3827" "Eukaryota" "Arthropoda"
"515" "DendroDenovo_95_3828" "Eukaryota" "Arthropoda"
"516" "DendroDenovo_95_3836" "Eukaryota" "Arthropoda"
"517" "DendroDenovo_95_3843" "Eukaryota" "Arthropoda"
"518" "DendroDenovo_95_3845" "Eukaryota" "Arthropoda"
"519" "DendroDenovo_95_3848" "Eukaryota" "Arthropoda"
"520" "DendroDenovo_95_3860" "Eukaryota" "Arthropoda"
"521" "DendroDenovo_95_3868" "Eukaryota" "Arthropoda"
"522" "DendroDenovo_95_3869" "Eukaryota" "Arthropoda"
"523" "DendroDenovo_95_3875" "Eukaryota" "Chordata"
"524" "DendroDenovo_95_3883" "Eukaryota" "Arthropoda"
"525" "DendroDenovo_95_3907" "Eukaryota" "Arthropoda"
"526" "DendroDenovo_95_3908" "Eukaryota" "Arthropoda"
"527" "DendroDenovo_95_3911" "Eukaryota" "Arthropoda"
"528" "DendroDenovo_95_3915" "Eukaryota" "Arthropoda"
"529" "DendroDenovo_95_3919" "Eukaryota" "Arthropoda"
"530" "DendroDenovo_95_3935" "Eukaryota" "Arthropoda"
"531" "DendroDenovo_95_3944" "Eukaryota" "Arthropoda"
"532" "DendroDenovo_95_3945" "Eukaryota" "Arthropoda"
"533" "DendroDenovo_95_3948" "Eukaryota" "Arthropoda"
"534" "DendroDenovo_95_3954" "Eukaryota" "Arthropoda"
"535" "DendroDenovo_95_3965" "Eukaryota" "Arthropoda"
"536" "DendroDenovo_95_3974" "Eukaryota" "Arthropoda"
"537" "DendroDenovo_95_3981" "Eukaryota" "Arthropoda"
"538" "DendroDenovo_95_3988" "Eukaryota" "Arthropoda"
"539" "DendroDenovo_95_3998" "Eukaryota" "Arthropoda"
"540" "DendroDenovo_95_4000" "Eukaryota" "Arthropoda"
"541" "DendroDenovo_95_4003" "Eukaryota" "Arthropoda"
"542" "DendroDenovo_95_4022" "Eukaryota" "Arthropoda"
"543" "DendroDenovo_95_4023" "Eukaryota" "Arthropoda"
"544" "DendroDenovo_95_4029" "Eukaryota" "Arthropoda"
"545" "DendroDenovo_95_4032" "Eukaryota" "Arthropoda"
"546" "DendroDenovo_95_4036" "Eukaryota" "Streptophyta"
"547" "DendroDenovo_95_4043" "Eukaryota" "Chordata"
"548" "DendroDenovo_95_4048" "Eukaryota" "Arthropoda"
"549" "DendroDenovo_95_4064" "Eukaryota" "Chordata"
"550" "DendroDenovo_95_4069" "Eukaryota" "Arthropoda"
"551" "DendroDenovo_95_4098" "Eukaryota" "Arthropoda"
"552" "DendroDenovo_95_4100" "Eukaryota" "Arthropoda"
"553" "DendroDenovo_95_4101" "Eukaryota" "Arthropoda"
"554" "DendroDenovo_95_4104" "Eukaryota" "Arthropoda"
"555" "DendroDenovo_95_4109" "Eukaryota" "Arthropoda"
"556" "DendroDenovo_95_4113" "Eukaryota" "Arthropoda"
"557" "DendroDenovo_95_4114" "Eukaryota" "Arthropoda"
"558" "DendroDenovo_95_4119" "Eukaryota" "Arthropoda"
"559" "DendroDenovo_95_4124" "Eukaryota" "Arthropoda"
"560" "DendroDenovo_95_4147" "Eukaryota" "Arthropoda"
"561" "DendroDenovo_95_4151" "Eukaryota" "Arthropoda"
"562" "DendroDenovo_95_4165" "Eukaryota" "Arthropoda"
"563" "DendroDenovo_95_4177" "Eukaryota" "Arthropoda"
"564" "DendroDenovo_95_4180" "Eukaryota" "Streptophyta"
"565" "DendroDenovo_95_4182" "Eukaryota" "Arthropoda"
"566" "DendroDenovo_95_4190" "Eukaryota" "Arthropoda"
"567" "DendroDenovo_95_4198" "Eukaryota" "Arthropoda"
"568" "DendroDenovo_95_4204" "Eukaryota" "Arthropoda"
"569" "DendroDenovo_95_4212" "Eukaryota" "Arthropoda"
"570" "DendroDenovo_95_4223" "Eukaryota" "Arthropoda"
"571" "DendroDenovo_95_4233" "Eukaryota" "Arthropoda"
"572" "DendroDenovo_95_4239" "Eukaryota" "Arthropoda"
"573" "DendroDenovo_95_4250" "Eukaryota" "Arthropoda"
"574" "DendroDenovo_95_4253" "Eukaryota" "Arthropoda"
"575" "DendroDenovo_95_4256" "Eukaryota" "Arthropoda"
"576" "DendroDenovo_95_4262" "Eukaryota" "Arthropoda"
"577" "DendroDenovo_95_4263" "Eukaryota" "Arthropoda"
"578" "DendroDenovo_95_4269" "Eukaryota" "Arthropoda"
"579" "DendroDenovo_95_4284" "Eukaryota" "Arthropoda"
"580" "DendroDenovo_95_4289" "Eukaryota" "Arthropoda"
"581" "DendroDenovo_95_4293" "Eukaryota" "Arthropoda"
"582" "DendroDenovo_95_4296" "Eukaryota" "Arthropoda"
"583" "DendroDenovo_95_4310" "Eukaryota" "Arthropoda"
"584" "DendroDenovo_95_4314" "Eukaryota" "Arthropoda"
"585" "DendroDenovo_95_4322" "Eukaryota" "Arthropoda"
"586" "DendroDenovo_95_4336" "Eukaryota" "Arthropoda"
"587" "DendroDenovo_95_4337" "Viruses" "Artverviricota"
"588" "DendroDenovo_95_4347" "Eukaryota" "Arthropoda"
"589" "DendroDenovo_95_4348" "Eukaryota" "Arthropoda"
"590" "DendroDenovo_95_4361" "Eukaryota" "Arthropoda"
"591" "DendroDenovo_95_4365" "Eukaryota" "Arthropoda"
"592" "DendroDenovo_95_4369" "Eukaryota" "Arthropoda"
"593" "DendroDenovo_95_4378" "Eukaryota" "Arthropoda"
"594" "DendroDenovo_95_4388" "Eukaryota" "Arthropoda"
"595" "DendroDenovo_95_4389" "Eukaryota" "Arthropoda"
"596" "DendroDenovo_95_4399" "Eukaryota" "Arthropoda"
"597" "DendroDenovo_95_4401" "Eukaryota" "Arthropoda"
"598" "DendroDenovo_95_4408" "Eukaryota" "Arthropoda"
"599" "DendroDenovo_95_4415" "Eukaryota" "Arthropoda"
"600" "DendroDenovo_95_4418" "Eukaryota" "Arthropoda"
"601" "DendroDenovo_95_4420" "Eukaryota" "Arthropoda"
"602" "DendroDenovo_95_4422" "Eukaryota" "Arthropoda"
"603" "DendroDenovo_95_4425" "Eukaryota" "Arthropoda"
"604" "DendroDenovo_95_4433" "Eukaryota" "Arthropoda"
"605" "DendroDenovo_95_4438" "Eukaryota" "Arthropoda"
"606" "DendroDenovo_95_4477" "Eukaryota" "Arthropoda"
"607" "DendroDenovo_95_4482" "Eukaryota" "Arthropoda"
"608" "DendroDenovo_95_4485" "Eukaryota" "Arthropoda"
"609" "DendroDenovo_95_4495" "Eukaryota" "Arthropoda"
"610" "DendroDenovo_95_4504" "Eukaryota" "Arthropoda"
"611" "DendroDenovo_95_4518" "Eukaryota" "Arthropoda"
"612" "DendroDenovo_95_4519" "Eukaryota" "Arthropoda"
"613" "DendroDenovo_95_4530" "Eukaryota" "Arthropoda"
"614" "DendroDenovo_95_4533" "Eukaryota" "Arthropoda"
"615" "DendroDenovo_95_4535" "Eukaryota" "Arthropoda"
"616" "DendroDenovo_95_4537" "Eukaryota" "Arthropoda"
"617" "DendroDenovo_95_4540" "Eukaryota" "Arthropoda"
"618" "DendroDenovo_95_4547" "Eukaryota" "Streptophyta"
"619" "DendroDenovo_95_4558" "Eukaryota" "Arthropoda"
"620" "DendroDenovo_95_4570" "Eukaryota" "Arthropoda"
"621" "DendroDenovo_95_4573" "Eukaryota" "Arthropoda"
"622" "DendroDenovo_95_4594" "Eukaryota" "Streptophyta"
"623" "DendroDenovo_95_4624" "Eukaryota" "Arthropoda"
"624" "DendroDenovo_95_4626" "Eukaryota" "Arthropoda"
"625" "DendroDenovo_95_4631" "Eukaryota" "Arthropoda"
"626" "DendroDenovo_95_4663" "Eukaryota" "Arthropoda"
"627" "DendroDenovo_95_4665" "Eukaryota" "Arthropoda"
"628" "DendroDenovo_95_4666" "Eukaryota" "Arthropoda"
"629" "DendroDenovo_95_4669" "Eukaryota" "Arthropoda"
"630" "DendroDenovo_95_4678" "Eukaryota" "Arthropoda"
"631" "DendroDenovo_95_4683" "Eukaryota" "Chordata"
"632" "DendroDenovo_95_4689" "Eukaryota" "Arthropoda"
"633" "DendroDenovo_95_4692" "Eukaryota" "Arthropoda"
"634" "DendroDenovo_95_4699" "Eukaryota" "Arthropoda"
"635" "DendroDenovo_95_4701" "Eukaryota" "multiple"
"636" "DendroDenovo_95_4722" "Eukaryota" "Arthropoda"
"637" "DendroDenovo_95_4737" "Eukaryota" "Arthropoda"
"638" "DendroDenovo_95_4738" "Eukaryota" "Arthropoda"
"639" "DendroDenovo_95_4758" "Eukaryota" "Arthropoda"
"640" "DendroDenovo_95_4762" "Eukaryota" "Arthropoda"
"641" "DendroDenovo_95_4767" "Eukaryota" "Arthropoda"
"642" "DendroDenovo_95_4778" "Eukaryota" "Arthropoda"
"643" "DendroDenovo_95_4781" "Eukaryota" "Arthropoda"
"644" "DendroDenovo_95_4792" "Eukaryota" "Arthropoda"
"645" "DendroDenovo_95_4798" "Eukaryota" "Arthropoda"
"646" "DendroDenovo_95_4806" "Eukaryota" "Arthropoda"
"647" "DendroDenovo_95_4832" "Eukaryota" "Arthropoda"
"648" "DendroDenovo_95_4836" "Eukaryota" "Arthropoda"
"649" "DendroDenovo_95_4839" "Eukaryota" "Arthropoda"
"650" "DendroDenovo_95_4848" "Eukaryota" "Arthropoda"
"651" "DendroDenovo_95_4855" "Eukaryota" "Arthropoda"
"652" "DendroDenovo_95_4857" "Eukaryota" "Arthropoda"
"653" "DendroDenovo_95_4860" "Eukaryota" "Streptophyta"
"654" "DendroDenovo_95_4862" "Eukaryota" "Arthropoda"
"655" "DendroDenovo_95_4869" "Eukaryota" "Arthropoda"
"656" "DendroDenovo_95_4881" "Eukaryota" "Arthropoda"
"657" "DendroDenovo_95_4884" "Eukaryota" "Streptophyta"
"658" "DendroDenovo_95_4889" "Eukaryota" "Streptophyta"
"659" "DendroDenovo_95_4892" "Eukaryota" "Arthropoda"
"660" "DendroDenovo_95_4895" "Eukaryota" "Arthropoda"
"661" "DendroDenovo_95_4897" "Eukaryota" "Arthropoda"
"662" "DendroDenovo_95_4898" "Eukaryota" "Arthropoda"
"663" "DendroDenovo_95_4921" "Eukaryota" "Arthropoda"
"664" "DendroDenovo_95_4923" "Eukaryota" "Arthropoda"
"665" "DendroDenovo_95_4934" "Eukaryota" "Arthropoda"
"666" "DendroDenovo_95_4937" "Eukaryota" "Arthropoda"
"667" "DendroDenovo_95_4941" "Eukaryota" "Arthropoda"
"668" "DendroDenovo_95_4948" "Eukaryota" "Arthropoda"
"669" "DendroDenovo_95_4951" "Eukaryota" "Arthropoda"
"670" "DendroDenovo_95_4974" "Eukaryota" "Arthropoda"
"671" "DendroDenovo_95_4979" "Eukaryota" "Arthropoda"
"672" "DendroDenovo_95_4983" "Eukaryota" "Arthropoda"
"673" "DendroDenovo_95_4996" "Eukaryota" "Chordata"
"674" "DendroDenovo_95_4997" "Eukaryota" "Chordata"
"675" "DendroDenovo_95_5000" "Eukaryota" "Arthropoda"
"676" "DendroDenovo_95_5007" "Eukaryota" "Arthropoda"
"677" "DendroDenovo_95_5012" "Eukaryota" "Arthropoda"
"678" "DendroDenovo_95_5018" "Eukaryota" "multiple"
"679" "DendroDenovo_95_5028" "Eukaryota" "Arthropoda"
"680" "DendroDenovo_95_5031" "Eukaryota" "Arthropoda"
"681" "DendroDenovo_95_5038" "Eukaryota" "Ascomycota"
"682" "DendroDenovo_95_5050" "Eukaryota" "Arthropoda"
"683" "DendroDenovo_95_5061" "Eukaryota" "Arthropoda"
"684" "DendroDenovo_95_5087" "Eukaryota" "Arthropoda"
"685" "DendroDenovo_95_5089" "Eukaryota" "Arthropoda"
"686" "DendroDenovo_95_5095" "Eukaryota" "Arthropoda"
"687" "DendroDenovo_95_5108" "Eukaryota" "Arthropoda"
"688" "DendroDenovo_95_5111" "Eukaryota" "Arthropoda"
"689" "DendroDenovo_95_5112" "Bacteria" "Proteobacteria"
"690" "DendroDenovo_95_5114" "Eukaryota" "Arthropoda"
"691" "DendroDenovo_95_5124" "Eukaryota" "Arthropoda"
"692" "DendroDenovo_95_5125" "Eukaryota" "Arthropoda"
"693" "DendroDenovo_95_5139" "Eukaryota" "Arthropoda"
"694" "DendroDenovo_95_5146" "Eukaryota" "Arthropoda"
"695" "DendroDenovo_95_5148" "Eukaryota" "Arthropoda"
"696" "DendroDenovo_95_5149" "Eukaryota" "Ciliophora"
"697" "DendroDenovo_95_5157" "Eukaryota" "Arthropoda"
"698" "DendroDenovo_95_5160" "Eukaryota" "Chordata"
"699" "DendroDenovo_95_5177" "Eukaryota" "Arthropoda"
"700" "DendroDenovo_95_5183" "Eukaryota" "Arthropoda"
"701" "DendroDenovo_95_5189" "Eukaryota" "Arthropoda"
"702" "DendroDenovo_95_5191" "Eukaryota" "Arthropoda"
"703" "DendroDenovo_95_5202" "Eukaryota" "Arthropoda"
"704" "DendroDenovo_95_5212" "Eukaryota" "Arthropoda"
"705" "DendroDenovo_95_5213" "Eukaryota" "Arthropoda"
"706" "DendroDenovo_95_5230" "Eukaryota" "Arthropoda"
"707" "DendroDenovo_95_5234" "Eukaryota" "Arthropoda"
"708" "DendroDenovo_95_5242" "Eukaryota" "Arthropoda"
"709" "DendroDenovo_95_5247" "Eukaryota" "Arthropoda"
"710" "DendroDenovo_95_5256" "Eukaryota" "Arthropoda"
"711" "DendroDenovo_95_5258" "Eukaryota" "Arthropoda"
"712" "DendroDenovo_95_5265" "Eukaryota" "Arthropoda"
"713" "DendroDenovo_95_5266" "Eukaryota" "Arthropoda"
